ÁöÁ¡,ÀÏ½Ã,Ç³Çâ(deg),Ç³¼Ó(KT),¼ø°£Ç³¼Ó(KT),½ÃÁ¤(m),ÀÏ±âÇö»ó(null),1Ãþ ¿î·®(1/8),2Ãþ ¿î·®(1/8),3Ãþ ¿î·®(1/8),4Ãþ ¿î·®(1/8),1Ãþ ¿îÇü(null),2Ãþ ¿îÇü(null),3Ãþ ¿îÇü(null),4Ãþ ¿îÇü(null),1Ãþ ¿î°í(FT),2Ãþ ¿î°í(FT),3Ãþ ¿î°í(FT),4Ãþ ¿î°í(FT),±â¿Â(¡ÆC),ÀÌ½½Á¡¿Âµµ(¡ÆC),ÇØ¸é±â¾Ð(hPa),ÇöÁö±â¾Ð(hPa),°­¼ö·®(mm)
110,2012-01-03 20:00,320,9,,5000,10,4,7,,,6,4,,,2500,10000,,,-4.7,-12.2,1022.3,1020.7,
110,2012-01-03 21:00,320,9,,5000,5,4,6,,,6,3,,,3000,10000,,,-5.6,-12.2,1022.5,1020.9,
110,2012-01-03 22:00,350,5,,5000,5,4,,,,6,,,,2500,,,,-7,-11.2,1022.7,1021,0
110,2012-01-03 23:00,310,4,,5000,5,2,,,,6,,,,2500,,,,-7.1,-12.7,1022.7,1021,
110,2012-01-04 00:00,340,4,,6000,5,2,,,,6,,,,3000,,,,-7.7,-13.9,1022.6,1020.9,
110,2012-01-04 01:00,320,6,,6000,5,2,,,,6,,,,3000,,,,-8.2,-13.9,1022.6,1020.9,
110,2012-01-04 02:00,320,6,,6000,5,4,,,,6,,,,3000,,,,-7.8,-13.3,1023,1021.3,0
110,2012-01-04 03:00,320,10,,6000,5,3,,,,6,,,,3000,,,,-7.9,-14.5,1023.5,1021.8,
110,2012-01-04 04:00,330,7,,6000,5,3,,,,6,,,,3000,,,,-8.5,-14.5,1023.7,1022,
110,2012-01-04 05:00,330,7,,5000,5,4,,,,6,,,,3000,,,,-8.6,-15.1,1024,1022.3,
110,2012-01-04 06:00,320,8,,5000,5,2,,,,6,,,,3000,,,,-9.1,-15.1,1024.4,1022.7,
110,2012-01-04 07:00,320,7,,5000,5,2,,,,6,,,,3000,,,,-9.2,-16.4,1025.2,1023.5,
110,2012-01-04 08:00,330,6,,5000,5,1,,,,6,,,,3000,,,,-10,-17.1,1025.8,1024.1,
110,2012-01-04 09:00,330,8,,5000,5,,,,,,,,,,,,,-8.8,-16.4,1026.8,1025.1,
110,2012-01-04 10:00,320,6,,6000,5,,,,,,,,,,,,,-7.8,-17.1,1027.6,1025.9,
110,2012-01-04 11:00,340,9,,7000,5,,,,,,,,,,,,,-6.6,-17.9,1027.9,1026.2,
110,2012-01-04 12:00,350,11,,7000,5,,,,,,,,,,,,,-5.7,-16.4,1027.6,1025.9,
110,2012-01-04 13:00,360,6,,8000,5,,,,,,,,,,,,,-5.2,-17.1,1026.9,1025.2,
110,2012-01-04 14:00,360,6,,8000,5,,,,,,,,,,,,,-3.4,-16.4,1026.3,1024.7,
110,2012-01-04 15:00,300,5,,9000,5,,,,,,,,,,,,,-3.5,-17.9,1026.1,1024.5,
110,2012-01-04 16:00,330,8,,10000,,,,,,,,,,,,,,-3.5,-17.9,1026.5,1024.9,
110,2012-01-04 17:00,300,8,,10000,,,,,,,,,,,,,,-4.6,-17.9,1027,1025.4,
110,2012-01-04 18:00,330,8,,10000,,,,,,,,,,,,,,-6.4,-17.1,1027.4,1025.7,
110,2012-01-04 19:00,340,10,,10000,,,,,,,,,,,,,,-6.3,-16.4,1027.9,1026.2,
110,2012-01-04 20:00,350,8,,9000,5,,,,,,,,,,,,,-7.5,-15.7,1028.5,1026.8,
110,2012-01-04 21:00,320,7,,9000,5,,,,,,,,,,,,,-8.2,-15.7,1029.1,1027.4,
110,2012-01-04 22:00,310,6,,9000,5,,,,,,,,,,,,,-8.8,-16.4,1029.4,1027.7,
110,2012-01-04 23:00,180,1,,9000,5,,,,,,,,,,,,,-9.1,-15.1,1029.6,1027.9,
110,2012-01-05 00:00,320,1,,9000,5,,,,,,,,,,,,,-9.3,-15.1,1029.3,1027.6,
110,2012-01-05 01:00,310,3,,9000,5,,,,,,,,,,,,,-11.8,-17.1,1029.3,1027.6,
110,2012-01-05 02:00,320,2,,8000,5,,,,,,,,,,,,,-10.9,-16.4,1029.7,1028,
110,2012-01-05 03:00,60,1,,7000,5,,,,,,,,,,,,,-10.9,-15.1,1030.1,1028.4,
110,2012-01-05 04:00,360,2,,8000,5,,,,,,,,,,,,,-11.6,-15.1,1030.1,1028.4,
110,2012-01-05 05:00,40,2,,8000,5,,,,,,,,,,,,,-11.9,-15.1,1030,1028.3,
110,2012-01-05 06:00,360,2,,8000,5,,,,,,,,,,,,,-11.4,-14.5,1030,1028.3,
110,2012-01-05 07:00,20,3,,7000,10,,,,,,,,,,,,,-11.3,-14.5,1030.2,1028.5,
110,2012-01-05 08:00,10,2,,9000,10,,,,,,,,,,,,,-11.4,-15.1,1030.4,1028.7,
110,2012-01-05 09:00,330,1,,9000,10,,,,,,,,,,,,,-9,-12.7,1030.9,1029.2,
110,2012-01-05 10:00,260,1,,8000,5,,,,,,,,,,,,,-6,-13.9,1031.5,1029.8,
110,2012-01-05 11:00,350,2,,10000,,,,,,,,,,,,,,-4.7,-15.7,1031.6,1029.9,
110,2012-01-05 12:00,350,5,,10000,,,,,,,,,,,,,,-3.4,-15.7,1030.6,1029,
110,2012-01-05 13:00,360,4,,10000,,,,,,,,,,,,,,-2.6,-16.4,1029.8,1028.2,
110,2012-01-05 14:00,340,4,,9000,5,,,,,,,,,,,,,-1.4,-16.4,1029.2,1027.6,
110,2012-01-05 15:00,340,7,,10000,,,,,,,,,,,,,,-1.1,-17.1,1028.9,1027.3,
110,2012-01-05 16:00,340,9,,10000,,,,,,,,,,,,,,-1.5,-18.7,1028.9,1027.3,
110,2012-01-05 17:00,10,5,,10000,,,,,,,,,,,,,,-2.7,-17.9,1029.1,1027.5,
110,2012-01-05 18:00,300,4,,10000,,,,,,,,,,,,,,-3.3,-15.1,1029.4,1027.8,
110,2012-01-05 19:00,310,5,,10000,,,,,,,,,,,,,,-4.5,-14.5,1029.6,1027.9,
110,2012-01-05 20:00,300,2,,10000,,,,,,,,,,,,,,-5.4,-14.5,1029.7,1028,
110,2012-01-05 21:00,130,1,,10000,,,,,,,,,,,,,,-6.6,-15.1,1029.8,1028.1,
110,2012-01-05 22:00,260,1,,9000,5,,,,,,,,,,,,,-7.7,-15.1,1030,1028.3,
110,2012-01-05 23:00,120,1,,9000,5,3,,,,6,,,,5000,,,,-7.5,-15.1,1030,1028.3,
110,2012-01-06 00:00,90,1,,9000,5,6,,,,6,,,,5000,,,,-4.9,-11.7,1029.7,1028,
110,2012-01-06 01:00,150,4,,10000,,7,,,,6,,,,5000,,,,-4,-12.7,1029.6,1028,
110,2012-01-06 02:00,160,5,,9000,5,7,,,,6,,,,5000,,,,-3.5,-13.3,1029.9,1028.3,
110,2012-01-06 03:00,190,4,,9000,5,7,,,,6,,,,4500,,,,-3.3,-13.3,1030.3,1028.7,
110,2012-01-06 04:00,150,5,,10000,,7,,,,6,,,,4500,,,,-3.5,-13.3,1030.1,1028.5,
110,2012-01-06 05:00,210,3,,10000,,7,,,,6,,,,3500,,,,-3.1,-13.3,1030.1,1028.5,
110,2012-01-06 06:00,220,3,,10000,,4,,,,6,,,,3000,,,,-4.4,-12.2,1030.2,1028.5,
110,2012-01-06 07:00,70,2,,10000,,4,,,,6,,,,2500,,,,-5,-12.2,1030.3,1028.6,
110,2012-01-06 08:00,330,5,,9000,5,6,,,,6,,,,2500,,,,-4.4,-11.2,1031,1029.3,
110,2012-01-06 09:00,350,7,,10000,,3,,,,6,,,,4000,,,,-3.9,-10.3,1031.7,1030,
110,2012-01-06 10:00,360,3,,7000,5,4,,,,6,,,,2500,,,,-3.4,-11.2,1032.1,1030.5,
110,2012-01-06 11:00,360,3,,8000,5,2,,,,6,,,,2500,,,,-1.1,-11.7,1032,1030.4,
110,2012-01-06 12:00,340,4,,10000,,1,,,,6,,,,2500,,,,-.3,-11.7,1031.3,1029.7,
110,2012-01-06 13:00,330,6,,10000,,1,,,,6,,,,2500,,,,.3,-15.7,1030.7,1029.1,
110,2012-01-06 14:00,350,10,,10000,,,,,,,,,,,,,,.8,-20.5,1030.3,1028.7,
110,2012-01-06 15:00,350,9,,10000,,,,,,,,,,,,,,1.1,-18.7,1030.6,1029,
110,2012-01-06 16:00,360,9,,10000,,,,,,,,,,,,,,.7,-18.7,1031.1,1029.5,
110,2012-01-06 17:00,290,9,,10000,,,,,,,,,,,,,,-.9,-14.5,1031.8,1030.2,
110,2012-01-06 18:00,290,4,,10000,,,,,,,,,,,,,,-2.2,-14.5,1032.3,1030.7,
110,2012-01-06 19:00,330,4,,9000,5,,,,,,,,,,,,,-4.3,-16.4,1032.7,1031,
110,2012-01-06 20:00,350,7,,8000,5,,,,,,,,,,,,,-5.6,-16.4,1033.2,1031.5,
110,2012-01-06 21:00,340,7,,7000,5,,,,,,,,,,,,,-6.2,-16.4,1033.8,1032.1,
110,2012-01-06 22:00,330,5,,7000,5,,,,,,,,,,,,,-6.1,-15.7,1034.2,1032.5,
110,2012-01-06 23:00,320,5,,7000,5,,,,,,,,,,,,,-7.8,-16.4,1034.6,1032.9,
110,2012-01-07 00:00,330,2,,6000,5,,,,,,,,,,,,,-8.8,-16.4,1034.8,1033.1,
110,2012-01-07 01:00,310,1,,6000,5,,,,,,,,,,,,,-9.1,-15.7,1034.7,1033,
110,2012-01-07 02:00,350,4,,6000,5,,,,,,,,,,,,,-10.2,-16.4,1035.1,1033.4,
110,2012-01-07 03:00,20,1,,7000,5,,,,,,,,,,,,,-8.7,-15.7,1035.6,1033.9,
110,2012-01-07 04:00,360,2,,7000,5,,,,,,,,,,,,,-8.8,-15.1,1035.7,1034,
110,2012-01-07 05:00,340,3,,6000,5,,,,,,,,,,,,,-10.2,-15.7,1035.9,1034.2,
110,2012-01-07 06:00,350,4,,6000,5,,,,,,,,,,,,,-10.8,-15.1,1036.1,1034.4,
110,2012-01-07 07:00,360,3,,6000,10,,,,,,,,,,,,,-10.2,-13.9,1036.5,1034.8,
110,2012-01-07 08:00,330,3,,5000,10,,,,,,,,,,,,,-11.3,-15.1,1036.8,1035.1,
110,2012-01-07 09:00,350,3,,5000,10,,,,,,,,,,,,,-8.5,-12.7,1037.3,1035.6,
110,2012-01-07 10:00,350,1,,5000,5,,,,,,,,,,,,,-6.4,-12.7,1037.7,1036,
110,2012-01-07 11:00,300,2,,5000,5,,,,,,,,,,,,,-3.8,-12.7,1037.8,1036.1,
110,2012-01-07 12:00,250,2,,5000,5,,,,,,,,,,,,,-1.9,-13.3,1036.8,1035.2,
110,2012-01-07 13:00,200,2,,5000,5,,,,,,,,,,,,,.1,-13.9,1035.8,1034.2,
110,2012-01-07 14:00,210,3,,6000,5,,,,,,,,,,,,,1.2,-15.7,1034.8,1033.2,
110,2012-01-07 15:00,300,3,,6000,5,1,,,,6,,,,2500,,,,.7,-15.1,1034.8,1033.2,
110,2012-01-07 16:00,320,7,,6000,5,1,,,,6,,,,2500,,,,.1,-14.5,1034.9,1033.3,
110,2012-01-07 17:00,310,6,,6000,5,,,,,,,,,,,,,-1.1,-15.1,1035.1,1033.5,
110,2012-01-07 18:00,300,4,,8000,5,,,,,,,,,,,,,-2.3,-13.9,1035.4,1033.8,
110,2012-01-07 19:00,330,2,,9000,5,,,,,,,,,,,,,-4.6,-13.9,1035.5,1033.8,
110,2012-01-07 20:00,320,2,,8000,5,,,,,,,,,,,,,-5.5,-13.3,1035.3,1033.6,
110,2012-01-07 21:00,340,2,,8000,5,,,,,,,,,,,,,-5.2,-12.2,1035.2,1033.5,
110,2012-01-07 22:00,350,2,,7000,5,,,,,,,,,,,,,-6.1,-12.2,1035.3,1033.6,
110,2012-01-07 23:00,340,3,,7000,5,,,,,,,,,,,,,-6.3,-11.7,1035.4,1033.7,
110,2012-01-08 00:00,350,3,,7000,5,,,,,,,,,,,,,-7.6,-12.7,1034.1,1032.4,
110,2012-01-08 01:00,0,0,,6000,5,,,,,,,,,,,,,-8.1,-12.2,1034.3,1032.6,
110,2012-01-08 02:00,330,1,,6000,5,,,,,,,,,,,,,-9.4,-13.9,1034.8,1033.1,
110,2012-01-08 03:00,20,2,,5000,5,1,,,,0,,,,18000,,,,-8.4,-12.7,1034.8,1033.1,
110,2012-01-08 04:00,340,2,,5000,5,3,,,,3,,,,14000,,,,-7.4,-11.2,1034.4,1032.7,
110,2012-01-08 05:00,340,2,,5000,5,4,,,,3,,,,12000,,,,-6.6,-10.3,1034.2,1032.5,
110,2012-01-08 06:00,360,2,,5000,5,3,,,,3,,,,12000,,,,-7.5,-10.7,1034,1032.3,
110,2012-01-08 07:00,360,2,,3500,5,3,,,,3,,,,12000,,,,-8.7,-11.7,1033.7,1032,
110,2012-01-08 08:00,320,3,,4000,5,3,,,,3,,,,12000,,,,-8.8,-12.7,1033.8,1032.1,
110,2012-01-08 09:00,310,1,,5000,5,3,,,,3,,,,12000,,,,-6.3,-9.8,1033.6,1031.9,
110,2012-01-08 10:00,350,2,,5000,5,4,,,,3,,,,12000,,,,-3.6,-9.8,1033.9,1032.2,
110,2012-01-08 11:00,240,1,,5000,5,6,,,,3,,,,12000,,,,-1.6,-10.3,1033.6,1032,
110,2012-01-08 12:00,230,1,,5000,5,6,,,,3,,,,12000,,,,0,-11.2,1032.7,1031.1,
110,2012-01-08 13:00,320,4,,6000,5,7,,,,3,,,,12000,,,,.3,-12.2,1031.7,1030.1,
110,2012-01-08 14:00,320,6,,8000,5,3,7,,,6,3,,,4000,12000,,,.5,-12.2,1031,1029.4,
110,2012-01-08 15:00,310,6,,9000,5,5,8,,,6,3,,,4000,12000,,,0,-11.2,1031.3,1029.7,
110,2012-01-08 16:00,310,7,,9000,5,5,8,,,6,3,,,3500,12000,,,.5,-9.8,1030.9,1029.3,
110,2012-01-08 17:00,330,5,,9000,5,5,8,,,6,3,,,3500,12000,,,0,-9.4,1031.2,1029.6,
110,2012-01-08 18:00,350,5,,10000,,5,8,,,6,3,,,4000,12000,,,-.8,-8.6,1031.3,1029.7,
110,2012-01-08 19:00,350,4,,9000,5,3,8,,,6,3,,,4000,12000,,,-1.9,-9.4,1031.5,1029.9,
110,2012-01-08 20:00,340,3,,8000,5,3,8,,,6,4,,,4000,12000,,,-3.3,-9.8,1031.5,1029.9,
110,2012-01-08 21:00,0,0,,7000,5,3,7,,,6,4,,,4000,12000,,,-3.9,-9.4,1031.3,1029.7,
110,2012-01-08 22:00,320,2,,6000,5,3,7,,,6,4,,,4000,12000,,,-5.2,-9.4,1031.4,1029.7,
110,2012-01-08 23:00,360,1,,6000,5,3,7,,,6,4,,,4000,12000,,,-3.6,-8.6,1031.3,1029.7,
110,2012-01-09 00:00,70,1,,5000,5,3,7,,,6,4,,,4000,12000,,,-3.2,-8.2,1031.1,1029.5,
110,2012-01-09 01:00,50,2,,5000,5,3,7,,,6,4,,,4000,12000,,,-2.8,-7.8,1031.1,1029.5,
110,2012-01-09 02:00,40,1,,5000,5,3,7,,,6,4,,,3000,12000,,,-2.6,-7.4,1031.4,1029.8,
110,2012-01-09 03:00,360,2,,5000,5,4,7,,,6,4,,,2500,11000,,,-2.4,-6.7,1031.6,1030,
110,2012-01-09 04:00,340,1,,5000,5,4,7,,,6,4,,,2500,12000,,,-2.3,-7.1,1031.4,1029.8,
110,2012-01-09 05:00,30,1,,4200,5,4,7,,,6,4,,,2500,12000,,,-2.2,-6.7,1031.2,1029.6,
110,2012-01-09 06:00,30,1,,4000,5,4,7,,,6,4,,,2500,11000,,,-2.7,-7.4,1031,1029.4,
110,2012-01-09 07:00,350,1,,3500,5,4,7,,,6,4,,,2500,11000,,,-2.2,-6.7,1031.1,1029.5,
110,2012-01-09 08:00,300,1,,3500,5,4,7,,,6,4,,,3000,11000,,,-2.3,-6.7,1031.2,1029.6,
110,2012-01-09 09:00,270,1,,3800,5,4,8,,,6,4,,,3500,11000,,,-2,-6.4,1031.5,1029.9,
110,2012-01-09 10:00,360,1,,3500,5,4,8,,,6,4,,,3000,11000,,,-.2,-6.7,1032.2,1030.6,
110,2012-01-09 11:00,250,1,,3500,5,4,8,,,6,4,,,2500,11000,,,1,-7.4,1031.8,1030.2,
110,2012-01-09 12:00,320,1,,3500,5,4,7,,,6,4,,,2500,11000,,,1.9,-7.8,1030.9,1029.3,
110,2012-01-09 13:00,350,4,,3000,5,4,7,,,6,4,,,2500,11000,,,2.1,-8.2,1029.8,1028.2,
110,2012-01-09 14:00,350,3,,3500,5,4,,,,6,,,,3000,,,,2.4,-8.2,1029.3,1027.7,
110,2012-01-09 15:00,290,7,,3500,5,4,,,,6,,,,3000,,,,2.3,-7.8,1029.1,1027.5,
110,2012-01-09 16:00,290,6,,3500,5,4,,,,6,,,,3000,,,,2,-6.4,1028.7,1027.1,
110,2012-01-09 17:00,280,8,,3300,5,4,,,,6,,,,2500,,,,1,-6.4,1029.9,1028.3,
110,2012-01-09 18:00,300,3,,2700,5,4,,,,6,,,,2000,,,,-.3,-6.4,1029.9,1028.3,
110,2012-01-09 19:00,240,3,,2600,5,4,,,,6,,,,2000,,,,-2.2,-7.4,1030.3,1028.7,
110,2012-01-09 20:00,350,1,,2100,10,3,4,,,7,6,,,1500,2000,,,-2.3,-6,1030.1,1028.5,
110,2012-01-09 21:00,10,2,,1700,10,2,4,,,7,6,,,1500,2000,,,-4,-8.2,1029.5,1027.9,
110,2012-01-09 22:00,310,2,,1700,10,2,4,,,7,6,,,1500,2000,,,-3,-5.7,1029.6,1028,
110,2012-01-09 23:00,350,3,,1700,10,2,4,,,7,6,,,1500,2000,,,-3.6,-6.4,1029.9,1028.3,
110,2012-01-10 00:00,0,0,,1700,10,2,,,,6,,,,2000,,,,-4.1,-7.1,1029.6,1028,
110,2012-01-10 01:00,360,1,,1700,5,,,,,,,,,,,,,-5.5,-10.3,1029.9,1028.2,
110,2012-01-10 02:00,340,8,,1700,5,2,,,,0,,,,20000,,,,-6.6,-11.7,1029.7,1028,
110,2012-01-10 03:00,330,6,,1700,5,2,,,,0,,,,20000,,,,-5.9,-10.7,1029.9,1028.2,
110,2012-01-10 04:00,310,3,,1700,5,2,,,,0,,,,20000,,,,-6.2,-11.2,1030.5,1028.8,
110,2012-01-10 05:00,340,3,,3000,5,2,,,,0,,,,20000,,,,-5.8,-12.2,1030.5,1028.8,
110,2012-01-10 06:00,20,2,,4500,5,2,,,,0,,,,20000,,,,-7.1,-12.7,1030.1,1028.4,
110,2012-01-10 07:00,0,0,,4500,5,2,,,,0,,,,20000,,,,-8.4,-13.9,1029.4,1027.7,
