ÁöÁ¡,ÀÏ½Ã,Ç³Çâ(deg),Ç³¼Ó(KT),¼ø°£Ç³¼Ó(KT),½ÃÁ¤(m),ÀÏ±âÇö»ó(null),1Ãþ ¿î·®(1/8),2Ãþ ¿î·®(1/8),3Ãþ ¿î·®(1/8),4Ãþ ¿î·®(1/8),1Ãþ ¿îÇü(null),2Ãþ ¿îÇü(null),3Ãþ ¿îÇü(null),4Ãþ ¿îÇü(null),1Ãþ ¿î°í(FT),2Ãþ ¿î°í(FT),3Ãþ ¿î°í(FT),4Ãþ ¿î°í(FT),±â¿Â(¡ÆC),ÀÌ½½Á¡¿Âµµ(¡ÆC),ÇØ¸é±â¾Ð(hPa),ÇöÁö±â¾Ð(hPa),°­¼ö·®(mm)
182,2010-01-01 11:00,280,3,,10000,,6,,,,6,,,,3000,,,,4.1,-4.8,1022.7,1019.5,
182,2010-01-01 12:00,300,4,,10000,,6,,,,6,,,,3000,,,,5.1,-5.5,1022.4,1019.2,
182,2010-01-01 13:00,320,5,,10000,,5,,,,6,,,,3000,,,,5.3,-6,1021,1017.7,
182,2010-01-01 14:00,310,5,,10000,,2,3,,,6,0,,,3000,20000,,,5.4,-5,1020.2,1017,
182,2010-01-01 15:00,300,6,,10000,,1,3,,,6,0,,,3000,20000,,,5.5,-4.3,1019.7,1016.5,
182,2010-01-01 16:00,300,5,,10000,,1,,,,0,,,,20000,,,,5.8,-4,1020,1016.9,
182,2010-01-01 17:00,270,6,,10000,,,,,,,,,,,,,,5.6,-4.1,1020.4,1017.2,
182,2010-01-01 18:00,260,7,,10000,,1,,,,6,,,,3000,,,,4.4,-4.5,1020.5,1017.2,
182,2010-01-01 19:00,190,2,,10000,,1,,,,6,,,,3000,,,,3.2,-4.6,1020.4,1017.2,
182,2010-01-01 20:00,200,1,,10000,,1,,,,6,,,,3000,,,,3.2,-6.6,1020.4,1017.2,
182,2010-01-01 21:00,240,1,,10000,,1,,,,6,,,,3000,,,,3,-4,1020.2,1017,
182,2010-01-01 22:00,110,1,,10000,,1,,,,6,,,,3000,,,,2.4,-3.2,1019.7,1016.5,
182,2010-01-01 23:00,170,1,,10000,,1,,,,6,,,,3000,,,,3,-4.5,1019.2,1016,
182,2010-01-02 00:00,130,2,,10000,,1,,,,6,,,,3000,,,,4.1,-3.7,1018.9,1015.7,
182,2010-01-02 01:00,0,0,,10000,,1,,,,6,,,,3000,,,,4,-3,1019,1015.7,
182,2010-01-02 02:00,160,1,,10000,,1,,,,6,,,,3000,,,,5,-4,1018.5,1015.4,
182,2010-01-02 03:00,150,3,,10000,,1,,,,6,,,,3000,,,,5.4,-3.7,1018,1014.9,
182,2010-01-02 04:00,180,1,,10000,,1,,,,6,,,,3000,,,,5,-3.2,1017.9,1014.7,
182,2010-01-02 05:00,210,7,,10000,,1,,,,6,,,,3000,,,,6.9,1,1017.5,1014.4,
182,2010-01-02 06:00,220,7,,10000,,1,,,,6,,,,3000,,,,8.3,2,1016.7,1013.7,
182,2010-01-02 07:00,230,9,,10000,,3,,,,6,,,,3000,,,,9.1,3,1016.5,1013.5,
182,2010-01-02 08:00,230,10,,10000,,3,,,,6,,,,3000,,,,9.3,3.2,1016.2,1013.2,
182,2010-01-02 09:00,230,10,,10000,,3,,,,6,,,,3000,,,,11,3.5,1016.4,1013.2,
182,2010-01-02 10:00,250,11,,10000,,3,,,,6,,,,3000,,,,12.8,3,1016.5,1013.4,
182,2010-01-02 11:00,260,15,,10000,,2,,,,6,,,,3000,,,,13.3,3.2,1016,1012.9,
182,2010-01-02 12:00,280,15,,10000,,1,,,,6,,,,3000,,,,13.6,2.7,1015.2,1012.2,
182,2010-01-02 13:00,280,15,,10000,,3,,,,6,,,,3000,,,,13.8,3.9,1014.7,1011.5,
182,2010-01-02 14:00,280,16,,10000,,3,,,,6,,,,3000,,,,13.5,3.9,1014.2,1011.2,
182,2010-01-02 15:00,280,17,,10000,,3,,,,6,,,,3000,,,,13.3,4,1014.2,1011,
182,2010-01-02 16:00,280,16,,10000,,2,,,,6,,,,3000,,,,13,4.5,1014.2,1011.2,
182,2010-01-02 17:00,280,18,29,10000,,4,,,,6,,,,3000,,,,12.8,5,1015.2,1012,
182,2010-01-02 18:00,310,16,,4000,5,4,,,,6,,,,3000,,,,11.1,5.8,1016.2,1013.2,
182,2010-01-02 19:00,320,15,,4000,5,4,,,,6,,,,3000,,,,10.5,5,1017.5,1014.4,
182,2010-01-02 20:00,340,18,,4000,5,4,,,,6,,,,3000,,,,9,4.1,1018.5,1015.5,
182,2010-01-02 21:00,330,16,,6000,5,4,,,,6,,,,3000,,,,7.9,1.5,1019.7,1016.5,
182,2010-01-02 22:00,340,12,,6000,5,4,6,,,6,3,,,3000,15000,,,6.5,.6,1020.7,1017.5,
182,2010-01-02 23:00,350,9,,6000,5,4,6,,,6,3,,,3000,15000,,,6.3,0,1021.2,1018,
182,2010-01-03 00:00,350,11,,6000,5,4,6,,,6,3,,,3000,15000,,,6.3,0,1021.2,1018,
182,2010-01-03 01:00,340,13,,7000,5,4,6,,,6,3,,,3000,15000,,,5.9,-1.3,1020.9,1017.7,
182,2010-01-03 02:00,340,9,,7000,5,4,6,,,6,3,,,3000,15000,,,5.5,-2,1021,1017.7,
182,2010-01-03 03:00,350,9,,8000,5,4,6,,,6,3,,,3000,15000,,,5.1,-1.5,1021,1017.9,
182,2010-01-03 04:00,340,11,,8000,5,4,6,,,6,3,,,3000,15000,,,5,-1.7,1021.2,1018,
182,2010-01-03 05:00,360,8,,8000,5,4,6,,,6,3,,,3000,15000,,,4.3,-2.5,1021.7,1018.5,
182,2010-01-03 06:00,350,8,,8000,5,4,6,,,6,3,,,3000,15000,,,4,-3,1022,1018.7,
182,2010-01-03 07:00,360,7,,8000,5,4,6,,,6,3,,,3000,15000,,,3.7,-3.7,1021.9,1018.7,
182,2010-01-03 08:00,20,6,,10000,,5,,,,6,,,,3000,,,,3.7,-3.5,1022.2,1019,
182,2010-01-03 09:00,20,8,,10000,,5,,,,6,,,,3000,,,,3.5,-4,1022.7,1019.5,
182,2010-01-03 10:00,30,6,,10000,,5,,,,6,,,,3000,,,,3.9,-5,1023,1019.9,
182,2010-01-03 11:00,40,8,,10000,,5,,,,6,,,,3000,,,,4.3,-3.7,1022.7,1019.5,
182,2010-01-03 12:00,50,3,,10000,,5,,,,6,,,,3000,,,,4.1,-4.5,1022.2,1019,
182,2010-01-03 13:00,40,2,,10000,,5,,,,6,,,,3000,,,,4.3,-5,1021.7,1018.5,
182,2010-01-03 14:00,60,1,,10000,,3,,,,6,,,,3000,,,,4.4,-4.5,1021.2,1018,
182,2010-01-03 15:00,0,0,,10000,,2,,,,6,,,,3000,,,,4.6,-4,1020.9,1017.7,
182,2010-01-03 16:00,60,1,,10000,,2,,,,6,,,,3000,,,,5,-4.1,1020.9,1017.7,
182,2010-01-03 17:00,0,0,,10000,,1,,,,6,,,,3000,,,,4.9,-4,1020.2,1017,
182,2010-01-03 18:00,0,0,,10000,,1,,,,6,,,,3000,,,,4.5,-4.8,1020,1016.7,
182,2010-01-03 19:00,0,0,,10000,,1,,,,6,,,,3000,,,,3.7,-4.5,1020,1016.7,
182,2010-01-03 20:00,180,1,,10000,,1,,,,6,,,,3000,,,,2.9,-4.5,1020.2,1017,
182,2010-01-03 21:00,150,1,,10000,,3,,,,6,,,,3000,,,,3.7,-4.4,1019.2,1016,
182,2010-01-03 22:00,0,0,,10000,,3,,,,6,,,,3000,,,,3,-5.3,1018.9,1015.7,
182,2010-01-03 23:00,0,0,,10000,,1,,,,6,,,,3000,,,,2.9,-6,1017.9,1014.7,
182,2010-01-04 00:00,180,2,,10000,,1,,,,6,,,,3000,,,,3,-5.9,1018,1014.7,
182,2010-01-04 01:00,0,0,,10000,,3,,,,6,,,,3000,,,,2.4,-7.3,1017.5,1014.4,
182,2010-01-04 02:00,0,0,,10000,,3,,,,6,,,,3000,,,,2.5,-5.1,1016.2,1013,
182,2010-01-04 03:00,0,0,,10000,,3,,,,6,,,,3000,,,,3.5,-5,1015.2,1012,
182,2010-01-04 04:00,180,4,,10000,,3,,,,6,,,,3000,,,,2.7,-3.7,1015.5,1012.4,
182,2010-01-04 05:00,200,1,,10000,,3,,,,6,,,,3000,,,,3,-2.2,1014.7,1011.5,
182,2010-01-04 06:00,0,0,,10000,,4,,,,6,,,,3000,,,,4.6,-1.1,1014.2,1011,
182,2010-01-04 07:00,240,7,,10000,,5,7,,,6,3,,,2500,13000,,,8.3,2.2,1013.7,1010.7,
182,2010-01-04 08:00,220,12,,7000,5,5,7,,,6,3,,,2500,13000,,,9.8,2.7,1012.5,1009.5,
182,2010-01-04 09:00,220,16,,7000,5,5,7,,,6,3,,,2500,13000,,,11.3,3.9,1011.2,1008,
182,2010-01-04 10:00,240,20,,10000,,7,,,,6,,,,2500,,,,12.6,5,1010.5,1007.4,
182,2010-01-04 11:00,260,19,31,6000,10,7,,,,6,,,,2500,,,,12.6,7.1,1010.7,1007.5,0
182,2010-01-04 12:00,270,23,35,6000,10,5,8,,,6,4,,,2500,12000,,,12.6,4.6,1010.5,1007.5,0
182,2010-01-04 13:00,280,23,39,4000,10,2,5,8,,7,6,4,,1000,2500,12000,,12.1,5.5,1010.7,1007.7,
182,2010-01-04 14:00,300,20,33,4000,10,2,5,8,,7,6,4,,1000,2500,12000,,9.6,5,1011,1008,
182,2010-01-04 15:00,300,22,36,4000,10,5,8,,,6,4,,,2500,12000,,,9.1,3.2,1011.9,1008.7,
182,2010-01-04 16:00,300,22,33,4000,10,5,8,,,6,4,,,2500,12000,,,8,1.3,1013.5,1010.4,
182,2010-01-04 17:00,290,19,32,6000,10,5,8,,,6,4,,,2500,12000,,,6.9,-1.5,1014.9,1011.7,
182,2010-01-04 18:00,290,21,32,6000,10,5,8,,,6,4,,,2500,12000,,,7,-2.2,1014.9,1011.7,
182,2010-01-04 19:00,310,19,,6000,10,5,8,,,6,4,,,2500,12000,,,6.1,-1.7,1016,1012.7,
182,2010-01-04 20:00,320,17,,6000,5,5,8,,,6,4,,,2500,12000,,,5.4,-3.2,1017.2,1014,
182,2010-01-04 21:00,310,16,,6000,5,5,8,,,6,4,,,2500,12000,,,5,-5,1017.9,1014.7,
182,2010-01-04 22:00,320,15,,6000,5,5,8,,,6,4,,,2500,12000,,,4.9,-2.4,1018.2,1015,
182,2010-01-04 23:00,310,15,,6000,5,5,8,,,6,4,,,2500,12000,,,4.6,-2.9,1018.7,1015.5,
182,2010-01-05 00:00,310,20,,6000,5,5,8,,,6,4,,,2500,12000,,,4.6,-1.7,1019,1015.9,
182,2010-01-05 01:00,310,17,28,6000,85,5,8,,,6,4,,,2500,12000,,,3.5,-2,1019.4,1016.2,0
182,2010-01-05 02:00,310,20,,6000,10,5,8,,,6,4,,,2500,12000,,,3,-3.2,1020.2,1017,0
182,2010-01-05 03:00,310,17,28,6000,10,5,8,,,6,4,,,2500,12000,,,2.7,-5.1,1021.2,1018,
182,2010-01-05 04:00,310,16,,6000,10,5,8,,,6,4,,,2500,12000,,,2.7,-4.1,1021.5,1018.4,
182,2010-01-05 05:00,310,18,,6000,10,5,8,,,6,4,,,2500,12000,,,1.7,-5.4,1021.9,1018.7,
182,2010-01-05 06:00,310,15,27,6000,10,5,8,,,6,4,,,2500,12000,,,2,-4.9,1022,1018.9,
182,2010-01-05 07:00,320,16,,6000,10,5,8,,,6,4,,,2500,12000,,,2,-5.4,1022.2,1019,
182,2010-01-05 08:00,310,17,,6000,10,5,8,,,6,4,,,2500,12000,,,2,-5.4,1022.5,1019.4,
182,2010-01-05 09:00,310,16,,6000,85,5,8,,,6,4,,,2500,11000,,,2.2,-4.5,1023,1019.7,0
182,2010-01-05 10:00,320,16,,6000,85,5,8,,,6,4,,,2500,11000,,,1.2,-2.5,1023.7,1020.5,0
182,2010-01-05 11:00,310,14,,6000,85,7,,,,6,,,,3000,,,,1.7,-3.7,1023.7,1020.5,0
182,2010-01-05 12:00,320,13,,6000,85,7,,,,6,,,,3000,,,,2,-4.9,1023.4,1020.2,0
182,2010-01-05 13:00,310,15,,6000,85,7,,,,6,,,,3000,,,,2,-4.9,1022.7,1019.5,0
182,2010-01-05 14:00,320,15,,6000,10,7,,,,6,,,,3000,,,,1.5,-3,1022.2,1019,0
182,2010-01-05 15:00,330,17,,6000,10,7,,,,6,,,,3000,,,,2,-5,1022,1018.7,
182,2010-01-05 16:00,330,14,26,6000,85,7,,,,6,,,,2500,,,,1.6,-2,1022.5,1019.2,0
182,2010-01-05 17:00,320,14,25,6000,85,7,,,,6,,,,2500,,,,2.2,-2.7,1022.9,1019.7,0
182,2010-01-05 18:00,340,18,29,6000,85,2,7,,,8,6,,,1500,2500,,,1.3,-2,1023,1019.9,0
182,2010-01-05 19:00,310,15,,6000,85,2,7,,,8,6,,,1500,2500,,,2.4,-6.1,1023.5,1020.4,0
182,2010-01-05 20:00,320,14,,6000,85,2,7,,,8,6,,,1500,2500,,,2.2,-5.4,1023.9,1020.7,0
182,2010-01-05 21:00,320,13,26,6000,85,7,,,,6,,,,2500,,,,2.7,-4.1,1024,1020.7,0
182,2010-01-05 22:00,310,14,,6000,85,7,,,,6,,,,2500,,,,2.5,-3.5,1024.5,1021.2,0
182,2010-01-05 23:00,320,13,,6000,85,7,,,,6,,,,2500,,,,2.5,-4.3,1024.3,1021,0
182,2010-01-06 00:00,320,14,25,6000,85,7,,,,6,,,,2500,,,,2.5,-4.5,1024.4,1021.2,0
182,2010-01-06 01:00,340,14,25,6000,85,7,,,,6,,,,2500,,,,2.2,-4.5,1024,1020.9,0
182,2010-01-06 02:00,340,15,,6000,10,7,,,,6,,,,2500,,,,2.4,-5.3,1023.9,1020.7,0
182,2010-01-06 03:00,340,14,,6000,10,7,,,,6,,,,2500,,,,2.2,-4.8,1024.1,1021,
182,2010-01-06 04:00,340,12,24,6000,10,7,,,,6,,,,2500,,,,2.2,-4,1023.7,1020.5,
182,2010-01-06 05:00,340,13,,6000,10,7,,,,6,,,,2500,,,,2.2,-4,1023.7,1020.5,
182,2010-01-06 06:00,330,14,,6000,10,7,,,,6,,,,2500,,,,2.5,-3.7,1024,1020.7,
182,2010-01-06 07:00,310,14,,6000,10,7,,,,6,,,,2500,,,,2.4,-5,1024.4,1021.2,
182,2010-01-06 08:00,310,13,,6000,10,7,,,,6,,,,2500,,,,2.5,-4.6,1024.6,1021.5,
182,2010-01-06 09:00,320,14,,10000,,7,,,,6,,,,2500,,,,2.7,-4.8,1024.9,1021.7,
182,2010-01-06 10:00,330,15,27,10000,,7,,,,6,,,,2500,,,,2.7,-3.9,1025.4,1022.2,
182,2010-01-06 11:00,320,13,,7000,5,7,,,,6,,,,2500,,,,2.4,-3.7,1025.9,1022.7,
182,2010-01-06 12:00,330,16,,8000,5,7,,,,6,,,,2500,,,,2.2,-3.7,1025.3,1022,
182,2010-01-06 13:00,320,13,,7000,10,7,,,,6,,,,3000,,,,2.7,-4.3,1024.5,1021.4,
182,2010-01-06 14:00,310,13,,7000,10,7,,,,6,,,,3000,,,,2.4,-3,1024.1,1021,
182,2010-01-06 15:00,320,15,,10000,,7,,,,6,,,,3000,,,,2.5,-3.7,1024,1020.7,
182,2010-01-06 16:00,320,16,28,10000,,7,,,,6,,,,3000,,,,2.9,-3,1024.5,1021.4,
182,2010-01-06 17:00,320,13,24,7000,10,7,,,,6,,,,3000,,,,2.5,-4,1024.8,1021.5,
182,2010-01-06 18:00,310,15,26,7000,10,7,,,,6,,,,3000,,,,2.5,-3.2,1024.6,1021.5,
182,2010-01-06 19:00,310,14,,7000,10,7,,,,6,,,,3000,,,,2.7,-4.1,1025.5,1022.4,
182,2010-01-06 20:00,320,13,,7000,5,7,,,,6,,,,3000,,,,2.9,-4.3,1025.8,1022.5,
182,2010-01-06 21:00,320,14,,7000,5,7,,,,6,,,,3000,,,,2.7,-6,1026,1022.7,
182,2010-01-06 22:00,310,12,,7000,5,7,,,,6,,,,3000,,,,2.9,-4.5,1026,1022.9,
182,2010-01-06 23:00,310,14,,7000,5,7,,,,6,,,,3000,,,,2.5,-4.1,1026.3,1023,
182,2010-01-07 00:00,320,12,24,7000,5,7,,,,6,,,,3000,,,,2.4,-5,1026.3,1023,
182,2010-01-07 01:00,320,13,,8000,5,7,,,,6,,,,3000,,,,2.4,-5.3,1026,1022.9,
182,2010-01-07 02:00,320,14,,8000,5,7,,,,6,,,,3000,,,,2.5,-4.3,1026,1022.7,
182,2010-01-07 03:00,320,12,,8000,5,7,,,,6,,,,2500,,,,2.5,-4,1026,1022.7,
182,2010-01-07 04:00,320,13,,8000,5,7,,,,6,,,,2500,,,,2.5,-4.5,1025.5,1022.4,
182,2010-01-07 05:00,330,13,,8000,5,7,,,,6,,,,2500,,,,2.7,-4.3,1025,1021.9,
182,2010-01-07 06:00,320,13,,8000,5,7,,,,6,,,,2500,,,,2.7,-3,1025.5,1022.2,
182,2010-01-07 07:00,330,14,,8000,5,7,,,,6,,,,2500,,,,2.9,-2.5,1025.5,1022.2,
182,2010-01-07 08:00,310,12,,8000,5,7,,,,6,,,,2500,,,,3.2,-3.4,1025.8,1022.5,
182,2010-01-07 09:00,310,12,26,8000,5,7,,,,6,,,,2500,,,,3,-3.2,1026.1,1023,
182,2010-01-07 10:00,310,14,,8000,5,7,,,,6,,,,2500,,,,3,-3.7,1026.5,1023.2,
182,2010-01-07 11:00,310,10,,8000,5,7,,,,6,,,,3000,,,,3.4,-2,1026.8,1023.5,
182,2010-01-07 12:00,320,12,,10000,,7,,,,6,,,,3000,,,,3.5,-3.2,1026.1,1023,
182,2010-01-07 13:00,310,14,,10000,,7,,,,6,,,,3000,,,,3.5,-3.2,1025.5,1022.4,
182,2010-01-07 14:00,310,12,,10000,,7,,,,6,,,,3000,,,,3.5,-3,1025,1021.9,
182,2010-01-07 15:00,310,14,,10000,,7,,,,6,,,,3000,,,,3.5,-1.7,1024.9,1021.7,
182,2010-01-07 16:00,320,13,,10000,,7,,,,6,,,,3000,,,,3.2,-3.5,1025,1021.7,
182,2010-01-07 17:00,330,13,,10000,,7,,,,6,,,,3000,,,,3.4,-3.4,1025.1,1022,
182,2010-01-07 18:00,340,15,,10000,,7,,,,6,,,,3000,,,,3.4,-1.3,1025,1021.9,
182,2010-01-07 19:00,340,14,25,10000,,7,,,,6,,,,3000,,,,3,-3,1025.3,1022,
182,2010-01-07 20:00,340,13,,10000,,7,,,,6,,,,3000,,,,3.4,-3,1025.1,1022,
182,2010-01-07 21:00,340,7,,10000,,7,,,,6,,,,3000,,,,3.2,-3,1025,1021.9,
182,2010-01-07 22:00,330,11,,10000,,7,,,,6,,,,3000,,,,3.5,-3.2,1025,1021.7,
182,2010-01-07 23:00,330,10,,7000,5,7,,,,6,,,,3000,,,,3.7,-4.6,1025,1021.7,
182,2010-01-08 00:00,330,10,,7000,5,7,,,,6,,,,3000,,,,3.9,-3.2,1024.5,1021.4,
182,2010-01-08 01:00,360,9,,7000,5,7,,,,6,,,,2500,,,,3.2,-1.7,1023.9,1020.7,
182,2010-01-08 02:00,350,12,,7000,5,7,,,,6,,,,3000,,,,3.2,-2.5,1024,1020.7,
182,2010-01-08 03:00,330,12,,7000,5,7,,,,6,,,,3000,,,,3.5,-3.2,1023.5,1020.4,
182,2010-01-08 04:00,330,11,,7000,5,7,,,,6,,,,3000,,,,3.5,-3,1023.5,1020.2,
182,2010-01-08 05:00,330,11,,7000,5,7,,,,6,,,,3000,,,,3.5,-4.1,1023,1019.9,
182,2010-01-08 06:00,310,11,,7000,5,7,,,,6,,,,3000,,,,3.7,-4.6,1023.2,1020,
182,2010-01-08 07:00,320,11,,7000,5,7,,,,6,,,,3000,,,,4,-4,1023.5,1020.2,
182,2010-01-08 08:00,340,10,,10000,,7,,,,6,,,,3000,,,,3.9,-2.5,1023.7,1020.5,
182,2010-01-08 09:00,350,10,,6000,10,7,,,,6,,,,3000,,,,3.2,-1.3,1024.3,1021,
182,2010-01-08 10:00,340,11,,6000,10,7,,,,6,,,,2000,,,,3,-1.2,1024.9,1021.7,
182,2010-01-08 11:00,340,10,,6000,10,7,,,,6,,,,2000,,,,3.4,-2.4,1024.9,1021.7,
182,2010-01-08 12:00,340,10,,6000,10,7,,,,6,,,,2000,,,,3.5,-1.7,1024.5,1021.4,
182,2010-01-08 13:00,330,9,,10000,,7,,,,6,,,,2500,,,,4,-1.6,1023.5,1020.2,
182,2010-01-08 14:00,350,9,,7000,10,7,,,,6,,,,2000,,,,3.5,-1.2,1023.2,1020,
182,2010-01-08 15:00,330,10,,7000,10,7,,,,6,,,,2000,,,,4.1,-2.4,1023,1019.7,.2
182,2010-01-08 16:00,320,11,,7000,10,7,,,,6,,,,2000,,,,4.3,-2.2,1023,1019.9,
182,2010-01-08 17:00,320,8,,7000,10,7,,,,6,,,,2000,,,,4.4,-2.2,1023.2,1020,
182,2010-01-08 18:00,320,9,,7000,10,7,,,,6,,,,2000,,,,4.8,-1.2,1023.5,1020.4,
182,2010-01-08 19:00,330,12,,7000,10,7,,,,6,,,,2000,,,,4.5,-2.7,1024,1020.9,
182,2010-01-08 20:00,330,6,,7000,10,7,,,,6,,,,2500,,,,4.6,-2.5,1024.3,1021,
182,2010-01-08 21:00,330,9,,8000,10,7,,,,6,,,,2500,,,,4.9,-3.4,1024.4,1021.2,
182,2010-01-08 22:00,320,6,,8000,5,7,,,,6,,,,2500,,,,5,-2,1024.6,1021.5,
182,2010-01-08 23:00,320,7,,8000,5,7,,,,6,,,,2500,,,,5.1,-2.9,1025,1021.7,
182,2010-01-09 00:00,10,9,,8000,5,7,,,,6,,,,2500,,,,4.6,-.5,1025,1021.7,
182,2010-01-09 01:00,20,9,,8000,5,5,,,,6,,,,2500,,,,4.5,-.6,1024.8,1021.5,
182,2010-01-09 02:00,350,6,,8000,5,5,,,,6,,,,2500,,,,4.4,-1.3,1024.8,1021.5,
182,2010-01-09 03:00,340,8,,8000,5,4,,,,6,,,,2500,,,,4.4,-1.7,1025,1021.9,
182,2010-01-09 04:00,340,4,,8000,5,4,,,,6,,,,2500,,,,4.3,-2,1025,1021.9,
182,2010-01-09 05:00,320,4,,8000,5,4,,,,6,,,,2500,,,,4.5,-1.7,1024.9,1021.7,
182,2010-01-09 06:00,190,5,,8000,5,4,,,,6,,,,2500,,,,3.9,-1.7,1024.5,1021.2,
182,2010-01-09 07:00,200,5,,7000,5,4,,,,6,,,,2500,,,,2.9,-1.7,1024.9,1021.7,
182,2010-01-09 08:00,190,4,,6000,5,7,,,,6,,,,2500,,,,3.7,-1.7,1025.1,1022,
182,2010-01-09 09:00,200,1,,6000,5,7,,,,6,,,,2500,,,,4.5,-.8,1025.5,1022.2,
182,2010-01-09 10:00,210,4,,6000,5,7,,,,6,,,,2500,,,,5.6,-.6,1025.6,1022.5,
182,2010-01-09 11:00,250,4,,6000,5,7,,,,6,,,,2500,,,,6.1,-1,1025.6,1022.5,
182,2010-01-09 12:00,250,4,,10000,,7,,,,6,,,,3000,,,,6.6,-.5,1025,1021.7,
182,2010-01-09 13:00,230,5,,10000,,4,7,,,6,3,,,3000,13000,,,7,0,1024.5,1021.2,
182,2010-01-09 14:00,290,1,,10000,,4,7,,,6,3,,,3000,13000,,,7.4,.4,1023.4,1020.2,
182,2010-01-09 15:00,300,4,,8000,5,4,7,,,6,3,,,3000,13000,,,8,.5,1023.2,1020,
182,2010-01-09 16:00,300,2,,10000,,4,7,,,6,3,,,3000,13000,,,7.5,.8,1023.4,1020.2,
182,2010-01-09 17:00,0,0,,10000,,4,7,,,6,3,,,3000,13000,,,7.4,1.1,1024,1020.9,
182,2010-01-09 18:00,310,8,,8000,5,4,7,,,6,3,,,3000,13000,,,7.9,1.7,1024.4,1021.2,
182,2010-01-09 19:00,320,9,,8000,5,4,7,,,6,3,,,3000,13000,,,7.9,1.7,1025,1021.9,
182,2010-01-09 20:00,300,8,,8000,5,4,7,,,6,3,,,3000,13000,,,8.1,1.5,1025.6,1022.5,
182,2010-01-09 21:00,320,9,,8000,5,4,7,,,6,3,,,3000,13000,,,7.9,1.5,1025.9,1022.7,
182,2010-01-09 22:00,320,5,,8000,5,4,7,,,6,3,,,3000,13000,,,7.6,1.2,1026,1022.9,
182,2010-01-09 23:00,310,5,,8000,5,4,7,,,6,3,,,3000,13000,,,7.8,1.7,1026.3,1023,
182,2010-01-10 00:00,330,9,,8000,5,4,7,,,6,3,,,3000,13000,,,7.9,2.2,1026.5,1023.2,
182,2010-01-10 01:00,10,7,,8000,5,4,7,,,6,3,,,3000,13000,,,7.5,2.2,1026.4,1023.2,
182,2010-01-10 02:00,360,9,,8000,10,4,7,,,6,3,,,3000,13000,,,6.9,1.6,1026.5,1023.2,
182,2010-01-10 03:00,10,8,,8000,10,7,,,,6,,,,2500,,,,6.6,1.3,1026.4,1023.2,
182,2010-01-10 04:00,350,5,,8000,10,7,,,,6,,,,2500,,,,6.8,1.1,1026.4,1023.2,
182,2010-01-10 05:00,20,5,,8000,10,7,,,,6,,,,2500,,,,6.8,1.1,1026.1,1023,
182,2010-01-10 06:00,10,1,,8000,10,7,,,,6,,,,2500,,,,6.5,.8,1026,1022.9,
182,2010-01-10 07:00,350,4,,8000,10,7,,,,6,,,,2500,,,,6.8,.6,1026.5,1023.2,
182,2010-01-10 08:00,0,0,,8000,10,7,,,,6,,,,2500,,,,6.9,1,1026.5,1023.2,
182,2010-01-10 09:00,80,4,,8000,10,7,,,,6,,,,2500,,,,6.5,1.3,1026.9,1023.7,
182,2010-01-10 10:00,60,3,,8000,10,7,,,,6,,,,2500,,,,6.5,1.1,1027.5,1024.3,
182,2010-01-10 11:00,50,1,,8000,10,7,,,,6,,,,2500,,,,7.3,1.2,1027.3,1024,
