지점,일시,평균풍속(KT),최대풍속(KT),최대순간풍속(KT),최대풍속 나타난시각(hhmi),최대순간풍속 나타난시각(hhmi),최대풍속 풍향(deg),최대순간풍속 풍향(deg),최고기온(°C),최저기온(°C),최고기온시각(hhmi),최저기온시각(hhmi),평균해면기압(hPa),최고해면기압(hPa),최저해면기압(hPa),강수량합(mm),1시간최다강수(mm),1시간최다강수 시각(hhmi),30분최다강수(mm),10분최다강수(mm),최심신적설(cm),최심적설(cm),평균운량(1/8),5/8이상최저운고(FT),평균이슬점온도(°C),평균상대습도(%)
110,2017-02-23,11.5,20,28,1250,1241,320,310,2.8,-4.8,1459,2343,1019.5,1024.4,1013.7,,,,,,,,.8,,-10.6,51
110,2017-02-24,4.5,12,19,1429,1451,290,290,4,-7.3,1453,706,1024.8,1026.4,1023.4,,,,,,,,.8,,-11.2,49
110,2017-02-25,5.1,11,26,1455,1452,250,240,8.1,-7.4,1428,531,1022.3,1024.2,1020.1,,,,,,,,.8,,-5.9,62
110,2017-02-26,5,11,18,1333,1329,20,360,9.3,-6.4,1431,636,1025,1027.7,1022.4,,,,,,,,.3,,-7.3,57
110,2017-02-27,3.4,9,14,1610,1446,300,320,9.9,-5,1445,644,1027.6,1029.2,1025.9,,,,,,,,0,,-9.2,47
110,2017-02-28,4.1,10,18,1812,1141,230,210,11.5,-5.6,1431,501,1025.2,1027.7,1022.4,,,,,,,,1,18000,-7.6,46
110,2017-03-01,5.6,19,24,1548,1540,290,290,11.6,.8,1254,755,1017.3,1022.5,1013.4,6,,,,,,,7.5,2000,-4,57
110,2017-03-02,7.8,12,18,907,1556,310,260,6.1,-2.3,1503,2258,1016.2,1020.8,1012.6,.5,,,,,,,2.2,2500,-6.8,56
110,2017-03-03,4.9,11,25,1354,1331,220,240,9.7,-5.3,1447,641,1020.6,1022.3,1018.9,,,,,,,,1,,-5.7,56
110,2017-03-04,2.8,9,12,1731,1226,300,250,11.2,-3.9,1519,607,1019.5,1021,1018,,,,,,,,.5,,-3,65
110,2017-03-05,4.2,13,18,2358,2342,330,340,10.1,-2.6,1400,646,1016.9,1019.4,1014.4,0,,,,,,,5.1,100,-1.3,72
110,2017-03-06,10.2,21,33,1403,1343,330,310,4.5,-3,1353,552,1017.3,1018.7,1015.1,,,,,,,,1,9000,-12.8,40
110,2017-03-07,8.7,17,26,532,530,320,310,2.9,-4.8,1401,2336,1017.4,1018.8,1015.6,,,,,,,,1.2,9000,-14.8,37
110,2017-03-08,6.6,15,33,1237,1309,280,280,6,-8,1419,615,1015.3,1018.3,1012.6,0,,,,,,,1.3,3000,-10.4,49
110,2017-03-09,7.5,17,25,1041,1540,220,270,10.6,-5.8,1325,623,1013.1,1015.6,1010.1,,,,,,,,.3,,-8,48
110,2017-03-10,3.4,11,16,1440,1424,280,280,11.6,-5.9,1405,506,1019.5,1022.4,1015.7,,,,,,,,.2,,-9.2,46
110,2017-03-11,3.5,13,18,1547,1547,310,300,15.5,-3.6,1408,452,1023.4,1025,1021.6,,,,,,,,1.9,18000,-5.3,54
110,2017-03-12,4.3,14,20,1607,1450,300,250,13.8,1.5,1421,403,1021.3,1023.9,1019.3,0,,,,,,,6.5,7000,-.1,62
110,2017-03-13,5.9,12,17,1422,1415,320,290,11.6,-1.4,1539,536,1019.2,1021.8,1016.5,,,,,,,,1.3,20000,-5.2,49
110,2017-03-14,8.8,17,27,1754,1519,320,320,11.4,-1.6,1519,606,1019.3,1022.5,1017.5,,,,,,,,.7,20000,-9.5,37
110,2017-03-15,4.5,13,18,1531,1528,300,300,12,-2.4,1402,538,1023.4,1025.5,1022,,,,,,,,.5,,-9.4,39
110,2017-03-16,3.3,12,17,1638,1541,290,280,12.5,-3.9,1529,627,1022.2,1024,1020.1,,,,,,,,2.2,20000,-6.8,49
110,2017-03-17,3.8,12,17,1607,1609,290,290,15.3,-3.4,1531,530,1023.9,1025.3,1022.1,,,,,,,,1,20000,-5.1,53
110,2017-03-18,4.5,15,21,1626,1606,280,280,15.5,2.1,1246,2317,1024.8,1026,1023.8,,,,,,,,2.6,11000,-5.5,43
110,2017-03-19,3,7,14,1546,1227,10,30,17.6,-1.4,1538,656,1025.9,1029.1,1023.9,,,,,,,,.1,,-2.9,53
110,2017-03-20,2.8,12,17,1916,1908,300,290,15.1,.8,1500,542,1019.7,1024.3,1015.5,,,,,,,,5.9,12000,-1.3,55
110,2017-03-21,7,15,23,857,1224,330,330,14.2,.6,1527,533,1016.6,1021.3,1014.2,,,,,,,,1.4,12000,-5.6,46
110,2017-03-22,3.8,11,17,1558,1558,280,300,13.7,-2.7,1403,448,1021.2,1022.6,1020,,,,,,,,1.9,18000,-7.5,40
110,2017-03-23,4.6,14,19,1625,1636,280,260,14.7,2.4,1345,517,1020.8,1022.1,1018.2,,,,,,,,4,18000,-5.2,43
110,2017-03-24,4.1,11,19,1747,1506,290,290,13.8,-1.3,1411,500,1021.4,1023.5,1018.7,,,,,,,,5.7,20000,-4.1,48
110,2017-03-25,4.8,13,21,1628,1335,220,220,12.4,1,1234,638,1019.8,1020.7,1018.5,,,,,,,,5.2,8000,-5.7,45
110,2017-03-26,4.9,12,18,1521,1512,230,220,11.6,1.1,1150,17,1018.9,1020.4,1017.1,,,,,,,,5.5,3000,-2.4,56
110,2017-03-27,5.7,22,31,1504,1504,330,320,12.1,.5,1344,2356,1020.2,1022.3,1018.9,0,,,,,,,4.7,2000,-1.1,62
110,2017-03-28,4.5,9,18,1329,1344,220,230,12.8,-2.4,1314,532,1023.4,1025.1,1022.1,,,,,,,,4.1,18000,-1.9,61
110,2017-03-29,4,10,14,1636,1517,300,300,14.2,-.1,1454,503,1023.1,1024.6,1020.8,,,,,,,,2.3,20000,-1.6,59
110,2017-03-30,3.9,8,14,1158,1353,360,290,16.6,-.1,1531,317,1022.1,1024.7,1019.8,,,,,,,,2.9,18000,-.2,59
110,2017-03-31,5,12,16,1210,1210,350,340,13.3,5.3,1055,2356,1018.6,1020.4,1016.9,.5,,,,,,,7.5,2000,2.7,69
110,2017-04-01,5.4,20,31,1521,1518,320,320,14.8,1,1412,504,1016.5,1018.7,1013.7,.5,.5,1518,.5,.5,,,2.7,2000,-.6,60
110,2017-04-02,4.3,11,18,1540,1542,240,230,15.9,-.9,1509,638,1018.9,1020.3,1017.6,,,,,,,,.4,,-2,54
110,2017-04-03,5.4,10,19,1337,1345,220,220,18.1,.2,1402,412,1022.9,1024.9,1020.3,,,,,,,,0,,-1.2,50
110,2017-04-04,4.1,12,20,1529,1433,310,230,21.4,1.7,1344,540,1024,1026.2,1022.1,,,,,,,,2.7,18000,-.2,49
110,2017-04-05,6,13,20,1259,1644,150,110,15.2,9.3,1200,229,1017.1,1022.2,1011.2,34.5,8,2207,5,2,,,7.8,2500,4.8,65
110,2017-04-06,6,15,23,133,127,230,230,12.1,9.2,1348,649,1012.6,1014.9,1010.5,1,.5,1,.5,.5,,,6.8,2500,7.1,81
110,2017-04-07,4.4,12,15,1511,1513,300,300,19.9,8.5,1430,548,1014.5,1016.9,1011.9,,,,,,,,4.3,1000,6.5,69
110,2017-04-08,4.3,12,16,1604,1602,300,290,17.6,6.5,1401,433,1013.3,1015.1,1011,.5,.5,2222,.5,.5,,,7,100,6.3,76
110,2017-04-09,6.7,13,20,1258,1321,110,110,19.8,7.6,1345,605,1014.1,1016.7,1012,.5,.5,1,.5,.5,,,6.1,7000,5.1,59
110,2017-04-10,7.3,14,19,912,447,110,120,22,10.8,1639,559,1012.4,1017.2,1007.3,,,,,,,,4.1,17000,-4.5,28
110,2017-04-11,8.3,18,28,1938,2017,330,310,19.6,10.2,1426,553,1006.7,1010.8,1004.4,,,,,,,,4.4,8000,.1,40
110,2017-04-12,9,18,27,54,32,320,310,15.9,5.4,1425,537,1015.2,1017.4,1010.6,,,,,,,,1.1,20000,-10.6,23
110,2017-04-13,6.1,14,26,1754,1721,240,220,18.6,2.3,1348,551,1016.6,1018.9,1013.8,,,,,,,,1.7,8000,1,54
110,2017-04-14,9.8,22,34,1100,1114,200,200,18.1,5.4,1003,354,1012.3,1016.4,1009,7,6.5,1215,5.5,2,,,6,2500,3.2,56
110,2017-04-15,4.9,12,18,1537,1431,230,230,23.5,10.2,1323,452,1014,1015.6,1012.7,,,,,,,,1.7,3000,7.2,58
110,2017-04-16,3.3,8,11,1153,1149,310,300,23,9.3,1631,124,1014.8,1017.2,1011.3,,,,,,,,6.1,18000,7.4,58
110,2017-04-17,6.1,14,18,552,1243,30,10,17.4,9.4,758,2317,1002.9,1011.4,997.8,6,2.5,1352,1.5,.5,,,6,2000,8.2,69
110,2017-04-18,8.2,17,30,1146,1144,210,190,18.1,7.6,1051,337,999.4,1004,996,3,2.5,1415,1.5,1,,,5,2500,6.2,71
110,2017-04-19,6,12,20,926,1626,300,230,18,6.7,1503,554,1010.2,1015,1004,,,,,,,,1.2,18000,-.4,44
110,2017-04-20,5.2,14,18,1655,1648,300,290,18.4,6.9,1352,2356,1012.9,1015.1,1010.7,0,0,,0,0,,,7,8000,1.2,50
110,2017-04-21,3.8,11,16,1648,1648,300,290,18.2,3.6,1312,538,1011.7,1013.5,1009.5,,,,,,,,3.9,18000,3.5,60
110,2017-04-22,5.3,17,23,1620,1603,290,290,21.9,4.7,1418,242,1013.4,1015.6,1012.1,,,,,,,,.5,,1.7,53
110,2017-04-23,5.5,13,22,1558,1217,240,230,21.1,4.6,1441,534,1017.3,1019.5,1015.4,,,,,,,,.1,,-.3,44
110,2017-04-24,7.6,18,28,1546,1016,230,200,21,4.6,1231,345,1019.1,1020.6,1017,,,,,,,,4.8,9000,-.8,39
110,2017-04-25,5.9,12,21,1917,806,320,240,19.5,9.2,1340,559,1018.8,1020.2,1017.4,0,0,,0,0,,,7.2,2000,6.4,59
110,2017-04-26,8.9,20,30,1759,1751,290,280,20.6,8.3,1419,549,1016.7,1020,1013.7,,,,,,,,2.9,11000,-1.1,40
110,2017-04-27,7.5,18,28,1425,1504,270,260,20,4.5,1340,555,1012.4,1016.3,1008.9,,,,,,,,.8,,-.1,44
110,2017-04-28,8.7,17,31,1130,1127,220,210,19.5,7.1,1117,252,1005.8,1010.5,1001.9,,,,,,,,1.9,13000,4.4,57
110,2017-04-29,8,15,26,1835,1435,210,230,22.8,6.6,1529,441,1007,1008.8,1005.2,,,,,,,,0,,2.4,46
110,2017-04-30,6.1,13,21,1140,1434,220,240,26,11.8,1330,531,1007.5,1012,1005.9,,,,,,,,.1,,8.7,59
110,2017-05-01,4,11,16,1519,1529,300,290,27.5,8.9,1452,330,1016.1,1019.2,1012,,,,,,,,.9,,8.3,60
110,2017-05-02,4.1,12,15,1339,1337,300,290,26.4,10.7,1313,347,1021.7,1023.3,1019.2,,,,,,,,3.4,20000,6.9,53
110,2017-05-03,3.9,15,20,1711,1706,300,290,29.3,9.6,1411,533,1021.2,1023.5,1018.5,,,,,,,,.6,,5.7,45
110,2017-05-04,3.8,13,20,1938,1936,300,290,26.6,11.5,1402,515,1016.7,1020.3,1013.8,,,,,,,,4.5,9000,7.6,48
110,2017-05-05,7,20,27,2348,2343,340,330,26.5,14.4,1442,2359,1014.1,1015.8,1012,,,,,,,,4.2,2000,9.9,54
110,2017-05-06,9.5,20,35,1427,1421,240,230,18.6,7.1,1522,553,1015.8,1017,1013.5,,,,,,,,1.3,,-1.8,34
110,2017-05-07,7.4,18,28,1440,1221,280,270,22.6,7.6,1359,130,1014.3,1016.3,1012.1,,,,,,,,.5,,1.7,44
110,2017-05-08,6.3,11,21,721,1649,170,220,22.8,8,1300,157,1014.1,1014.9,1012.7,,,,,,,,5.5,18000,4.9,46
110,2017-05-09,4.1,10,17,224,1446,290,90,21.9,13.5,1352,509,1011.3,1015,1008,4.5,3.5,1625,2,1,,,7.6,2500,8.4,62
110,2017-05-10,6,11,16,1208,1143,280,280,20.9,12.9,1556,2123,1010,1014.3,1007.3,.5,.5,550,.5,.5,,,4.9,2000,10.1,71
110,2017-05-11,4.4,10,17,2125,1439,290,240,24,11.7,1711,335,1011.7,1014.3,1010.4,0,0,,0,0,,,6.5,2500,10.8,64
110,2017-05-12,5.8,11,19,1018,1729,210,200,21,14.6,1152,107,1009.1,1011,1007.8,,,,,,,,7,2000,12.4,70
110,2017-05-13,9.3,28,46,1403,1349,200,190,24.1,12.1,1208,333,1006,1009,999.3,6,6,1418,5.5,3.5,,,3.7,2500,10.5,70
110,2017-05-14,9.4,18,26,1321,1318,280,280,20.4,9,1424,414,1009.8,1011.9,1008.3,,,,,,,,.8,,5.3,52
110,2017-05-15,6.1,12,17,1539,17,280,270,20.8,11.9,1525,418,1012.2,1013.4,1011.2,,,,,,,,2.6,,6.9,56
110,2017-05-16,5,10,14,1531,1310,290,210,23,12,1351,2336,1011.3,1013.2,1009.1,,,,,,,,4.5,8000,8.7,63
110,2017-05-17,4,12,16,1521,1528,300,290,25.1,9.9,1336,504,1011.8,1014.4,1010.5,,,,,,,,.3,,7.1,54
110,2017-05-18,4.5,10,23,1515,1515,230,230,26.2,10.7,1425,518,1015.9,1017.3,1014.3,,,,,,,,.6,,7.2,48
110,2017-05-19,4.9,13,19,1613,1613,300,290,27.3,12.4,1343,227,1017.2,1018.3,1016.2,,,,,,,,0,,6.8,46
110,2017-05-20,4.8,13,17,1512,1427,280,290,26,11.8,1232,345,1016.4,1018,1014.4,,,,,,,,3.6,18000,7.5,51
110,2017-05-21,4.5,10,18,1359,1358,280,260,26.5,12.4,1410,426,1015.5,1016.9,1013.6,,,,,,,,2.5,20000,9.2,53
110,2017-05-22,4.1,13,17,1811,1808,300,290,27.2,13.3,1557,430,1014.5,1016.3,1012,,,,,,,,2.6,20000,10.9,57
110,2017-05-23,4.2,11,18,1622,1424,300,250,24.1,14.5,1106,132,1011.3,1013.8,1009.9,4,3.5,1815,2,1.5,,,7,3000,12.6,68
110,2017-05-24,5.5,12,16,1756,1620,290,310,26.9,15.1,1444,2344,1008.6,1010.1,1006.8,0,0,,0,0,,,2.7,3000,12,62
110,2017-05-25,9.7,19,26,1836,1854,320,310,25.7,11.5,1355,333,1005.6,1008.6,1002.9,,,,,,,,1,18000,6.2,49
110,2017-05-26,5.7,10,18,1246,1339,290,300,23.1,9.4,1545,526,1008.2,1010.6,1007.1,,,,,,,,1,,3.4,42
110,2017-05-27,5.3,14,19,1529,1529,300,300,25.4,10.3,1505,504,1012.2,1013.3,1010.4,,,,,,,,0,,6.2,50
110,2017-05-28,6.8,14,24,1131,1835,220,240,26.8,11.3,1306,221,1011.8,1013.1,1009.3,,,,,,,,1,,9,52
110,2017-05-29,5.9,12,20,1519,1639,230,230,27.3,15.5,1415,409,1012.2,1013.9,1010.4,,,,,,,,2.3,2000,13.2,62
110,2017-05-30,5.5,11,20,1218,1331,210,210,29.4,15.8,1348,336,1009.8,1012.7,1007.4,,,,,,,,5.1,18000,9.6,51
110,2017-05-31,4.4,11,24,1757,1633,300,290,28.4,15,1424,207,1003.6,1007.9,999.8,,,,,,,,4.2,12000,12.8,61
110,2017-06-01,7.5,16,24,1823,1816,310,300,27,17.8,1223,2353,999.6,1001.3,997.2,0,0,,0,0,,,3.6,2500,12,55
110,2017-06-02,6.7,14,21,1454,1449,290,280,25.3,13.2,1253,523,1004.5,1006.8,1001.3,0,0,,0,0,,,2.6,11000,5.1,41
110,2017-06-03,6.8,14,20,1604,1553,270,260,26.1,14.8,1332,459,1007.9,1010.1,1006.6,,,,,,,,1.5,11000,6.2,42
110,2017-06-04,5.9,14,22,1625,1634,290,290,27.8,12.4,1355,500,1011.7,1015,1010,,,,,,,,.6,,5.7,41
110,2017-06-05,3.9,10,14,1743,1124,280,350,30.1,13.3,1637,503,1014.8,1016.2,1013.3,0,0,,0,0,,,4.3,11000,6.5,39
110,2017-06-06,7.9,13,21,1851,1908,130,110,24.1,14.7,1418,2024,1013.2,1016.1,1007.3,16.5,8,1959,4.5,2,,,8,2500,8.8,53
110,2017-06-07,6.2,12,17,1511,1506,310,300,20,15.3,1636,1,1005,1008.9,1003.3,11.5,4,134,3,2.5,,,6.9,2500,14.3,81
110,2017-06-08,5.9,12,20,1714,1405,220,220,24.5,12.7,1250,432,1010.1,1011.7,1008.4,,,,,,,,3,2000,12.1,65
110,2017-06-09,9,17,32,1215,1424,220,220,25.2,16.3,1334,139,1007.2,1009.7,1004.5,0,0,,0,0,,,5,1000,14.3,69
110,2017-06-10,4.8,10,17,611,1421,340,280,26.9,15.3,1615,712,1007.5,1009.3,1006,2.5,2,535,1.5,1,,,5.4,2500,7.5,50
110,2017-06-11,5.2,12,18,2313,2314,100,80,28.8,12.6,1351,323,1008.6,1011.9,1007,,,,,,,,.2,,6.9,44
110,2017-06-12,6.9,13,17,820,817,110,110,27.2,16.5,1425,512,1014.4,1015.8,1011.9,,,,,,,,4,10000,7.8,44
110,2017-06-13,5.8,14,21,1540,1535,290,300,25,17.6,1322,157,1014.8,1016.4,1013.3,,,,,,,,5.3,12000,13.8,66
110,2017-06-14,4.7,12,18,1721,1342,290,240,25.8,15.4,1435,518,1011.6,1013.8,1009.3,,,,,,,,1.1,,12.5,62
110,2017-06-15,5.8,11,18,1425,1246,220,220,27.8,16,1407,347,1008.5,1010,1006.5,,,,,,,,1.4,,14.3,63
110,2017-06-16,5.8,11,21,1402,1450,310,230,31.4,17.9,1350,516,1009.5,1010.8,1008.1,,,,,,,,1,20000,15,60
110,2017-06-17,5.6,12,18,1547,1531,290,300,28,18.3,1442,2400,1010.9,1012,1009.8,,,,,,,,.3,,13.5,58
110,2017-06-18,4.5,12,17,1431,1431,300,300,30.2,16.1,1344,443,1010.7,1012.2,1008.9,,,,,,,,.1,,13.7,62
110,2017-06-19,4.2,11,14,1344,1338,300,310,29.1,16.4,1605,442,1009.9,1011.3,1008.4,,,,,,,,4.4,20000,13.6,60
110,2017-06-20,4.1,11,14,1546,1406,300,280,30.8,17,1210,439,1005.6,1008.8,1002.9,0,0,,0,0,,,5.5,11000,13,52
110,2017-06-21,4.8,14,20,1506,1542,230,230,30.5,20.2,1253,440,1005.8,1009.1,1003.2,0,0,,0,0,,,3.5,11000,14.1,56
110,2017-06-22,5.3,12,18,1315,1251,300,290,28.8,19.8,1435,240,1009.2,1010.4,1007.4,,,,,,,,3,2000,15.8,62
110,2017-06-23,4,13,18,1716,1726,280,270,32.3,19.1,1334,552,1006.7,1009.1,1004.8,,,,,,,,3.2,18000,16.1,61
110,2017-06-24,4,13,20,1548,1543,290,290,27.4,19.9,1053,519,1003.7,1005.3,1001.5,.5,.5,2050,.5,.5,,,7.5,7000,14.6,60
110,2017-06-25,3.7,11,15,1800,1808,300,280,29.5,19.6,1345,545,1002.7,1005.3,1001.4,,,,,,,,5.1,3000,16.3,65
110,2017-06-26,5.5,17,21,1639,1629,180,180,30.8,20.8,1422,7,1007.2,1009.7,1005.3,2,1,1553,.5,.5,,,6.1,2500,17.2,69
110,2017-06-27,4.5,11,14,1730,1357,300,270,28.8,20.6,1123,259,1010,1011.5,1008.6,.5,.5,1652,.5,.5,,,5.8,3000,17.6,68
110,2017-06-28,4.4,12,16,1550,1505,300,290,30.1,21.2,1402,17,1012.3,1013.6,1011.1,,,,,,,,3.8,3000,17.5,64
110,2017-06-29,4.5,11,16,1543,1531,300,300,31.1,19.8,1452,439,1011.6,1013.5,1009.2,,,,,,,,3.7,12000,17.7,66
